iteration,time_out,hand_wrist_away,object_away,ep_len,mean_reward,voc,obj_pos_err,obj_rot_err,rw_err,lw_err,rf_err,lf_err,R_force_closure,R_object_kp,R_hand_kp,R_hand_joint,R_termination
2971,0.8979,0.0033,0.1005,285.04,64.07,0.01,0.0379,0.3044,0.135,0.086,0.476,0.3826,1.8402,0.3731,0.1319,0.1234,-0.0132
2972,0.8991,0.003,0.0995,275.98,60.33,0.01,0.0408,0.3255,0.1336,0.0853,0.4689,0.3857,1.777,0.3589,0.1302,0.122,-0.0187
2973,0.9016,0.003,0.097,291.11,64.08,0.01,0.0403,0.303,0.1337,0.0849,0.473,0.3834,1.8763,0.3804,0.1342,0.1257,-0.0164
2974,0.9048,0.0029,0.0939,291.18,63.92,0.01,0.0442,0.3288,0.1331,0.0854,0.4729,0.3815,1.7847,0.3607,0.1296,0.1215,-0.0178
2975,0.9058,0.0029,0.093,274.37,61.6,0.01,0.0449,0.3003,0.1315,0.0837,0.4697,0.382,1.8161,0.3802,0.1303,0.1218,-0.0205
2976,0.9047,0.0031,0.0939,286.45,64.68,0.01,0.0436,0.317,0.132,0.0842,0.4742,0.3827,1.8971,0.3839,0.1361,0.1273,-0.0202
2977,0.905,0.0033,0.0934,278.52,61.51,0.01,0.0502,0.3308,0.1299,0.0823,0.4647,0.3847,1.8731,0.3801,0.1338,0.1252,-0.0259
2978,0.9044,0.0038,0.0939,307.53,66.9,0.01,0.0468,0.304,0.1328,0.0836,0.4738,0.385,1.9545,0.3968,0.1417,0.1326,-0.0194
2979,0.9045,0.004,0.0938,303.9,68.07,0.01,0.0445,0.3141,0.1339,0.0852,0.477,0.3893,1.8745,0.3816,0.1352,0.1265,-0.0158
2980,0.9046,0.0045,0.0937,277.54,62.15,0.01,0.0424,0.2868,0.134,0.0844,0.4702,0.3854,1.843,0.3837,0.1321,0.1235,-0.019
2981,0.9055,0.0043,0.0928,299.51,66.33,0.01,0.0425,0.2969,0.1344,0.0845,0.4767,0.3813,1.8914,0.3866,0.1371,0.1283,-0.0169
2982,0.9055,0.0044,0.0927,293.15,64.77,0.01,0.044,0.3095,0.133,0.0845,0.4723,0.3838,1.936,0.3947,0.1383,0.1293,-0.0203
2983,0.9057,0.0047,0.0924,278.87,62.29,0.01,0.0437,0.3106,0.1335,0.0844,0.4726,0.3839,1.803,0.3698,0.1301,0.1218,-0.0177
2984,0.9095,0.0039,0.0887,281.94,62.56,0.01,0.0402,0.2807,0.1374,0.0871,0.4844,0.3888,1.8673,0.386,0.1349,0.1261,-0.0084
2985,0.9111,0.0038,0.0869,264.98,58.7,0.01,0.0444,0.3099,0.1332,0.0844,0.4715,0.3827,1.7453,0.3565,0.1264,0.1183,-0.0198
2986,0.9099,0.0039,0.0881,305.82,66.77,0.01,0.0452,0.3254,0.1323,0.084,0.4688,0.3829,1.8777,0.3852,0.1367,0.1279,-0.0235
2987,0.9083,0.0044,0.0892,290.61,65.1,0.01,0.0442,0.3142,0.1327,0.0831,0.4691,0.3865,1.8433,0.3795,0.1312,0.1227,-0.023
2988,0.9058,0.0046,0.0915,259.17,56.29,0.01,0.0457,0.3098,0.1322,0.0822,0.4719,0.383,1.6838,0.348,0.1234,0.1155,-0.0233
2989,0.9065,0.004,0.0911,296.53,64.71,0.01,0.0412,0.2991,0.1339,0.0845,0.475,0.3872,1.7488,0.3642,0.1281,0.1199,-0.0182
2990,0.9049,0.0039,0.0929,281.26,61.41,0.01,0.0445,0.2911,0.1336,0.0835,0.472,0.3872,1.8796,0.3857,0.1369,0.1281,-0.0201
2991,0.9064,0.0039,0.0914,277.69,60.38,0.01,0.041,0.2724,0.1356,0.0844,0.483,0.3893,1.8148,0.3776,0.1323,0.1237,-0.0127
2992,0.9076,0.0036,0.0903,310.47,69.39,0.01,0.0478,0.3071,0.1308,0.0824,0.4679,0.3793,1.9466,0.3958,0.1397,0.1307,-0.0242
2993,0.9066,0.0036,0.0915,290.56,64.44,0.01,0.0438,0.298,0.135,0.0842,0.4764,0.3881,1.8954,0.3902,0.1369,0.128,-0.0171
2994,0.9043,0.0041,0.0935,309.49,68.82,0.01,0.0424,0.2917,0.1335,0.0838,0.4716,0.3871,1.8173,0.3803,0.1317,0.1231,-0.0207
2995,0.903,0.0044,0.0947,286.5,62.54,0.01,0.0385,0.3098,0.1332,0.0835,0.4746,0.3836,1.7831,0.3698,0.1308,0.1226,-0.0207
2996,0.9065,0.0044,0.0911,307.01,67.7,0.01,0.0423,0.2852,0.1364,0.0857,0.4835,0.3899,1.8708,0.3911,0.1353,0.1265,-0.0132
2997,0.9063,0.005,0.0915,285.84,62.94,0.01,0.0435,0.3056,0.1345,0.0842,0.4716,0.3854,1.882,0.388,0.1359,0.1271,-0.022
2998,0.904,0.0054,0.0935,293.69,65.71,0.01,0.044,0.3063,0.1328,0.0838,0.4738,0.3863,1.8353,0.3801,0.1321,0.1235,-0.0213
2999,0.9033,0.0057,0.0942,306.2,67.92,0.01,0.0434,0.304,0.1348,0.0848,0.4785,0.389,1.9016,0.3873,0.1371,0.1283,-0.0176
3000,0.902,0.0061,0.0955,292.78,63.76,0.01,0.0442,0.2957,0.1324,0.0832,0.4676,0.3843,1.816,0.3738,0.1304,0.1218,-0.025
3001,0.8997,0.0067,0.0978,285.66,63.9,0.01,0.0453,0.3032,0.133,0.0843,0.4745,0.3887,1.8785,0.384,0.1347,0.126,-0.0201
3002,0.9006,0.0066,0.0971,299.16,65.22,0.01,0.0388,0.2788,0.1371,0.0862,0.4809,0.3905,1.7818,0.3799,0.1294,0.121,-0.0139
3003,0.9031,0.0065,0.0949,280.73,62.58,0.01,0.0417,0.2833,0.1345,0.0843,0.4775,0.3861,1.8541,0.3822,0.132,0.1233,-0.0181
3004,0.9018,0.0069,0.0959,280.82,62.39,0.01,0.0419,0.2935,0.1342,0.0837,0.4696,0.3837,1.6436,0.3513,0.1205,0.1128,-0.02
3005,0.9012,0.007,0.0964,278.23,61.36,0.01,0.0461,0.3041,0.1333,0.0847,0.4721,0.3877,1.9078,0.3908,0.137,0.1282,-0.0224
3006,0.8991,0.0069,0.0984,274.52,59.06,0.01,0.0418,0.272,0.1339,0.0846,0.4741,0.3858,1.6603,0.3568,0.123,0.115,-0.0196
3007,0.8975,0.0071,0.0999,275.18,61.94,0.01,0.0457,0.2981,0.1335,0.084,0.4746,0.3868,1.8963,0.3893,0.1364,0.1276,-0.0213
3008,0.8984,0.0067,0.0991,284.29,62.59,0.01,0.0419,0.2671,0.1345,0.0844,0.4767,0.3943,1.825,0.3846,0.1309,0.1222,-0.0173
3009,0.8991,0.0056,0.0989,272.07,59.9,0.01,0.0425,0.2847,0.1352,0.0849,0.478,0.3906,1.8272,0.3754,0.1314,0.1228,-0.0179
3010,0.9011,0.0048,0.0969,279.58,61.89,0.01,0.044,0.271,0.1355,0.0843,0.4763,0.3906,1.7567,0.3691,0.1265,0.1181,-0.0187
3011,0.9046,0.0052,0.0932,304.96,68.63,0.01,0.0438,0.2778,0.1359,0.0859,0.4822,0.3938,1.8874,0.3967,0.1348,0.126,-0.0158
3012,0.9066,0.0052,0.0914,300.74,67.23,0.01,0.041,0.2837,0.1368,0.0851,0.4824,0.3897,1.7917,0.3784,0.129,0.1205,-0.0153
3013,0.9068,0.0045,0.092,298.03,66.67,0.01,0.0433,0.288,0.1349,0.0849,0.4734,0.3917,1.7653,0.3749,0.1274,0.1189,-0.0216
3014,0.9051,0.0048,0.0939,293.69,64.94,0.01,0.0407,0.2788,0.1367,0.0859,0.4822,0.3924,1.8522,0.3884,0.1335,0.1247,-0.0177
3015,0.9058,0.0045,0.0933,283.73,63.96,0.01,0.0445,0.2775,0.137,0.0847,0.4803,0.3909,1.9265,0.4012,0.138,0.1289,-0.017
3016,0.906,0.0041,0.0932,268.64,60.67,0.01,0.0454,0.264,0.1358,0.0853,0.4793,0.3956,2.0626,0.4243,0.1456,0.1359,-0.0175
3017,0.9049,0.0041,0.0944,294.7,66.54,0.01,0.0415,0.274,0.1353,0.0851,0.4796,0.3916,1.7814,0.3797,0.1284,0.1198,-0.0185
3018,0.9059,0.0037,0.0934,291.11,65.17,0.01,0.0432,0.2809,0.1348,0.0857,0.48,0.3903,1.8144,0.386,0.131,0.1223,-0.0196
3019,0.9062,0.0039,0.0929,313.83,69.43,0.01,0.0477,0.2902,0.1327,0.0833,0.4747,0.3899,1.8235,0.3786,0.1313,0.1226,-0.0246
3020,0.904,0.0043,0.095,291.17,65.46,0.01,0.0448,0.2797,0.1342,0.0841,0.477,0.39,1.8191,0.3839,0.1312,0.1225,-0.0214
3021,0.9048,0.0044,0.0942,295.79,65.51,0.01,0.0442,0.2619,0.1388,0.0857,0.487,0.3935,1.8958,0.4024,0.1362,0.1271,-0.0136
3022,0.9042,0.0048,0.0947,291.88,64.1,0.01,0.0449,0.264,0.136,0.085,0.4752,0.3877,1.896,0.4043,0.1363,0.1272,-0.0216
3023,0.9041,0.005,0.0944,302.51,66.17,0.01,0.0442,0.269,0.1366,0.0848,0.4803,0.3887,1.8784,0.3984,0.1364,0.1274,-0.0168
3024,0.9062,0.0045,0.0924,308.08,67.65,0.01,0.0411,0.265,0.1389,0.0864,0.4884,0.391,1.8534,0.3982,0.134,0.1251,-0.0127
3025,0.9088,0.0038,0.0897,280.67,63.06,0.01,0.0428,0.2751,0.1372,0.0856,0.4831,0.392,1.7905,0.3877,0.1294,0.1207,-0.0168
3026,0.9097,0.0037,0.0889,314.36,70.5,0.01,0.0394,0.2493,0.1383,0.0857,0.4906,0.3956,1.8782,0.3994,0.1346,0.1255,-0.012
3027,0.911,0.0037,0.0878,283.73,63.03,0.01,0.0433,0.2607,0.1363,0.0845,0.481,0.3938,1.8446,0.3968,0.1338,0.1249,-0.0174
3028,0.9106,0.004,0.0879,294.15,64.8,0.01,0.0445,0.2891,0.1357,0.0834,0.4776,0.3897,1.8672,0.3912,0.1349,0.1261,-0.0203
3029,0.9082,0.0042,0.0904,292.06,64.68,0.01,0.0412,0.2625,0.1382,0.0859,0.4824,0.3929,1.9055,0.4054,0.1364,0.1272,-0.0152
3030,0.9111,0.0041,0.0877,318.87,71.16,0.01,0.0438,0.259,0.1398,0.0867,0.488,0.3951,1.9327,0.4152,0.1393,0.1301,-0.0134
3031,0.9131,0.0038,0.0857,270.42,59.85,0.01,0.0418,0.2558,0.1375,0.0851,0.4839,0.3935,1.7946,0.3901,0.1298,0.1211,-0.0154
3032,0.9152,0.0037,0.0835,293.56,66.66,0.01,0.044,0.2598,0.1395,0.0859,0.487,0.3944,1.8957,0.4035,0.1361,0.127,-0.0125
3033,0.9182,0.0037,0.0805,286.29,65.07,0.01,0.0451,0.2704,0.1372,0.0852,0.4805,0.3927,1.9105,0.4011,0.137,0.1279,-0.017
3034,0.9183,0.0039,0.0805,269.14,59.56,0.01,0.0433,0.2625,0.1382,0.0855,0.486,0.395,1.9263,0.4012,0.1385,0.1293,-0.0135
3035,0.9186,0.0041,0.08,306.15,68.41,0.01,0.0464,0.2508,0.1391,0.0854,0.4841,0.3935,1.8028,0.3891,0.1305,0.1218,-0.019
3036,0.9168,0.0046,0.0812,300.46,66.08,0.01,0.0408,0.2575,0.1381,0.0855,0.484,0.3952,1.7699,0.3856,0.1285,0.1199,-0.0174
3037,0.9179,0.0043,0.0802,289.27,63.87,0.01,0.0413,0.2478,0.138,0.0851,0.4876,0.3954,1.9041,0.4077,0.1382,0.129,-0.015
3038,0.9192,0.0043,0.0791,265.19,58.45,0.01,0.0397,0.2499,0.1402,0.0868,0.4901,0.3943,1.8693,0.3979,0.1353,0.1263,-0.0117
3039,0.9206,0.0048,0.0776,285.72,63.04,0.01,0.0441,0.2556,0.1385,0.0846,0.4821,0.3929,1.8651,0.4004,0.1335,0.1244,-0.0199
3040,0.9193,0.0053,0.0787,279.81,61.95,0.01,0.0439,0.248,0.1391,0.0849,0.4826,0.3929,1.8069,0.3942,0.1318,0.123,-0.0161
3041,0.9202,0.0052,0.0777,270.84,59.42,0.01,0.0407,0.2288,0.1384,0.0856,0.4894,0.3972,1.9077,0.4096,0.1371,0.1278,-0.0141
3042,0.9196,0.0051,0.078,292.47,65.71,0.01,0.0437,0.2386,0.1382,0.0843,0.4811,0.394,1.8921,0.4036,0.1355,0.1263,-0.0196
3043,0.9207,0.0053,0.0764,285.13,63.78,0.01,0.0403,0.2372,0.1406,0.0857,0.4904,0.3996,1.8072,0.3947,0.1306,0.1218,-0.0118
3044,0.9206,0.0048,0.0767,302.06,68.11,0.01,0.0435,0.2456,0.1401,0.0864,0.4886,0.3953,1.9429,0.4171,0.1383,0.1288,-0.0138
3045,0.9219,0.0044,0.0758,309.3,69.38,0.01,0.0377,0.2266,0.1407,0.0866,0.4946,0.3952,1.758,0.3906,0.1284,0.1198,-0.0097
3046,0.9243,0.0043,0.0735,315.17,71.05,0.01,0.0396,0.2293,0.1411,0.0859,0.4963,0.3933,1.7918,0.3985,0.1297,0.1209,-0.0096
3047,0.9241,0.0046,0.0737,290.14,64.68,0.01,0.042,0.2349,0.1391,0.0852,0.4893,0.3921,1.8634,0.4031,0.1336,0.1245,-0.0152
3048,0.9262,0.0043,0.0719,293.09,65.25,0.01,0.0404,0.2287,0.1406,0.0847,0.4907,0.3962,1.8733,0.4056,0.1351,0.1259,-0.0123
3049,0.9277,0.0047,0.0702,317.06,71.47,0.01,0.0454,0.242,0.1402,0.0847,0.4878,0.3936,1.8707,0.4076,0.1352,0.1261,-0.0154
3050,0.9281,0.0045,0.0697,283.48,62.12,0.01,0.0422,0.2332,0.1405,0.0851,0.4896,0.3937,1.8547,0.4047,0.1341,0.125,-0.0135
3051,0.9282,0.0049,0.0696,305.72,67.49,0.01,0.0409,0.2447,0.1394,0.0855,0.4897,0.3946,1.948,0.4186,0.1397,0.1303,-0.0162
3052,0.9267,0.0048,0.0714,289.92,64.66,0.01,0.0441,0.2482,0.1398,0.0856,0.4904,0.3961,1.8664,0.4065,0.1357,0.1268,-0.0152
3053,0.9265,0.0048,0.0718,274.98,60.71,0.01,0.0441,0.2535,0.1396,0.0842,0.4919,0.3887,1.927,0.413,0.1384,0.129,-0.0173
3054,0.9254,0.0044,0.0729,274.45,61.0,0.01,0.04,0.2473,0.1411,0.0856,0.4901,0.3923,1.8654,0.4086,0.1354,0.1264,-0.014
3055,0.9249,0.005,0.073,275.32,60.65,0.01,0.0407,0.2501,0.1412,0.0856,0.4941,0.3952,1.8622,0.4053,0.1349,0.1259,-0.0132
3056,0.925,0.0047,0.0732,290.73,65.35,0.01,0.0413,0.2472,0.1394,0.0848,0.4879,0.3993,1.9169,0.4105,0.1362,0.127,-0.0154
3057,0.9254,0.0045,0.0731,292.98,64.64,0.01,0.0391,0.2451,0.1405,0.0857,0.4953,0.3945,1.8591,0.4069,0.1349,0.1258,-0.0125
3058,0.9248,0.0045,0.0737,283.81,62.2,0.01,0.0409,0.2552,0.1392,0.085,0.4889,0.3919,1.825,0.4,0.1332,0.1243,-0.0166
3059,0.9235,0.0044,0.075,308.13,69.69,0.01,0.0388,0.2468,0.1413,0.0856,0.4942,0.3957,1.8993,0.4132,0.1369,0.1276,-0.0124
3060,0.9249,0.0041,0.0739,289.87,65.5,0.01,0.0413,0.2332,0.1413,0.0861,0.4972,0.3979,1.8909,0.4133,0.1365,0.1273,-0.0124
3061,0.9253,0.004,0.0738,297.14,66.11,0.01,0.0392,0.2388,0.1422,0.0862,0.4997,0.3951,1.8096,0.4019,0.1324,0.1235,-0.0107
3062,0.9285,0.0034,0.0706,302.12,67.55,0.01,0.0404,0.2554,0.1392,0.0848,0.4937,0.3982,1.914,0.4125,0.1373,0.128,-0.0156
3063,0.93,0.0029,0.0693,282.84,63.56,0.01,0.0414,0.2399,0.1407,0.0845,0.4963,0.3947,1.8699,0.4049,0.1341,0.125,-0.0133
3064,0.9309,0.0023,0.0684,299.26,66.11,0.01,0.0434,0.2447,0.1403,0.085,0.4926,0.3951,1.9193,0.4147,0.1388,0.1295,-0.0164
3065,0.9282,0.0025,0.0712,245.25,53.61,0.01,0.0432,0.2431,0.1408,0.0846,0.4963,0.3941,1.8156,0.3994,0.1321,0.1232,-0.0142
3066,0.9279,0.0027,0.0714,293.16,65.58,0.01,0.0407,0.2352,0.1413,0.0846,0.4939,0.3907,1.8491,0.4057,0.1337,0.1246,-0.0154
3067,0.9268,0.0028,0.0724,283.73,63.56,0.01,0.0405,0.2203,0.1398,0.0833,0.4898,0.3907,1.8755,0.4145,0.1341,0.1248,-0.0178
3068,0.9273,0.0029,0.0717,275.37,61.68,0.01,0.0417,0.2307,0.1422,0.0852,0.4985,0.395,1.8606,0.4134,0.1346,0.1254,-0.012
3069,0.9261,0.0033,0.0725,279.84,62.78,0.01,0.0435,0.2397,0.1415,0.0856,0.494,0.3936,1.9021,0.4148,0.1362,0.1269,-0.0157
3070,0.9257,0.003,0.0729,309.03,69.7,0.01,0.0428,0.2385,0.1412,0.0853,0.4967,0.3965,1.9732,0.4265,0.1416,0.1319,-0.0142
3071,0.9249,0.0029,0.0734,290.77,64.53,0.01,0.0359,0.2404,0.1407,0.085,0.4924,0.3953,1.777,0.3946,0.1277,0.1189,-0.0146
3072,0.9235,0.0034,0.0743,286.38,63.47,0.01,0.0374,0.2398,0.1399,0.0842,0.4945,0.3947,1.7897,0.3945,0.1298,0.121,-0.0165
3073,0.9226,0.0039,0.075,298.85,66.32,0.01,0.0417,0.2501,0.1417,0.0845,0.4913,0.3994,1.8993,0.4114,0.1367,0.1273,-0.0148
3074,0.9249,0.0036,0.0732,307.25,69.48,0.01,0.0402,0.2329,0.1423,0.0851,0.4982,0.3931,1.8448,0.4056,0.1322,0.1231,-0.0127
3075,0.9265,0.0032,0.072,281.75,61.95,0.01,0.0397,0.2401,0.1419,0.085,0.4989,0.3946,1.7957,0.3974,0.131,0.122,-0.0122
3076,0.9276,0.0034,0.0709,293.54,65.3,0.01,0.0389,0.2289,0.143,0.0846,0.5009,0.3955,1.8754,0.4132,0.1353,0.1259,-0.0099
3077,0.9272,0.003,0.0713,267.47,59.99,0.01,0.0409,0.2402,0.1397,0.0835,0.4944,0.3945,1.8314,0.404,0.1334,0.1243,-0.0168
3078,0.9269,0.0024,0.0716,282.49,62.42,0.01,0.0414,0.2371,0.1416,0.0839,0.4969,0.3927,1.8422,0.4063,0.1322,0.1232,-0.0149
3079,0.9266,0.0023,0.0719,290.41,64.93,0.01,0.0415,0.2495,0.1401,0.0846,0.4945,0.3933,1.9253,0.4148,0.1382,0.1288,-0.0146
3080,0.9256,0.0023,0.0729,294.86,65.62,0.01,0.0424,0.2454,0.1432,0.0852,0.4997,0.3974,1.9507,0.4202,0.1401,0.1304,-0.0115
3081,0.9275,0.0027,0.071,283.82,62.41,0.01,0.0414,0.2303,0.1417,0.0849,0.4991,0.396,1.9341,0.4201,0.1382,0.1286,-0.014
3082,0.9298,0.0032,0.0687,303.35,67.77,0.01,0.0406,0.2359,0.1421,0.085,0.5008,0.3958,1.9294,0.4275,0.139,0.1294,-0.0122
3083,0.929,0.0032,0.0696,319.77,71.18,0.01,0.0415,0.2465,0.1405,0.084,0.4928,0.3923,1.9227,0.4219,0.1392,0.1297,-0.0171
3084,0.93,0.0026,0.0686,299.95,67.04,0.01,0.0377,0.2225,0.144,0.0851,0.5022,0.3971,2.021,0.441,0.1444,0.1344,-0.0089
3085,0.93,0.0026,0.0685,243.42,52.93,0.01,0.0384,0.2276,0.1424,0.0842,0.5015,0.3959,1.7564,0.3935,0.1278,0.1191,-0.011
3086,0.9301,0.002,0.0689,301.64,67.69,0.01,0.0396,0.2394,0.1409,0.0841,0.4951,0.3946,1.8859,0.4159,0.1353,0.1258,-0.0148
3087,0.9313,0.0019,0.068,284.75,62.29,0.01,0.0374,0.2207,0.1434,0.0842,0.4998,0.3966,1.8098,0.4019,0.1307,0.1217,-0.012
3088,0.9328,0.0016,0.0667,292.48,66.87,0.01,0.0371,0.2179,0.1439,0.0847,0.5047,0.3954,1.9148,0.4217,0.1371,0.1276,-0.008
3089,0.9359,0.0014,0.0637,302.47,67.67,0.01,0.0407,0.2261,0.142,0.0838,0.4997,0.3929,1.9285,0.4253,0.1392,0.1296,-0.0129
3090,0.9341,0.0019,0.0655,299.09,67.34,0.01,0.0405,0.214,0.142,0.083,0.4958,0.3962,1.8594,0.4117,0.1326,0.1233,-0.0139
3091,0.9318,0.0021,0.0677,295.07,65.35,0.01,0.0409,0.2504,0.141,0.0841,0.4947,0.3927,1.8274,0.4007,0.1325,0.1235,-0.0147
3092,0.9324,0.0017,0.0674,288.49,63.8,0.01,0.0348,0.2275,0.142,0.0842,0.4985,0.3947,1.8362,0.4045,0.133,0.1239,-0.0122
3093,0.9315,0.0017,0.0683,294.62,64.88,0.01,0.0378,0.2406,0.1405,0.0841,0.4964,0.3972,1.8819,0.4201,0.1358,0.1264,-0.0168
3094,0.9317,0.0017,0.0681,307.29,70.47,0.01,0.0397,0.2374,0.1422,0.0839,0.499,0.3948,1.8709,0.4134,0.1344,0.1252,-0.0127
3095,0.9328,0.0017,0.0669,279.84,62.36,0.01,0.0409,0.2414,0.1423,0.0839,0.4931,0.3954,1.9461,0.4275,0.1401,0.1306,-0.0131
3096,0.9332,0.0018,0.0665,307.55,68.58,0.01,0.0407,0.243,0.1426,0.0847,0.5014,0.3964,1.9776,0.436,0.1418,0.1321,-0.0117
3097,0.9349,0.0017,0.0649,271.79,60.36,0.01,0.0396,0.238,0.1424,0.0847,0.5006,0.3945,1.8214,0.4038,0.1318,0.1229,-0.0128
3098,0.9356,0.0019,0.0642,276.34,61.44,0.01,0.0394,0.2491,0.1438,0.0851,0.5001,0.3936,1.8898,0.4159,0.1365,0.1273,-0.0094
3099,0.9369,0.0021,0.0627,307.78,69.52,0.01,0.0401,0.2363,0.1442,0.0847,0.5034,0.3907,1.9473,0.4271,0.1398,0.1302,-0.0103
3100,0.9372,0.0026,0.0623,318.93,72.83,0.01,0.035,0.2374,0.1448,0.0854,0.5019,0.3944,1.9063,0.4218,0.1374,0.128,-0.0097
3101,0.937,0.0029,0.0625,336.13,76.83,0.01,0.0408,0.2604,0.1427,0.0844,0.4968,0.392,2.0581,0.438,0.1468,0.1369,-0.0124
3102,0.9371,0.0027,0.0624,278.91,62.28,0.01,0.0356,0.2288,0.1431,0.0845,0.5044,0.397,1.9112,0.4258,0.1371,0.1275,-0.0115
3103,0.936,0.0028,0.0634,281.37,63.14,0.01,0.0374,0.225,0.1423,0.084,0.5002,0.3999,1.7531,0.3931,0.1261,0.1174,-0.0133
3104,0.9353,0.0028,0.0639,297.7,66.07,0.01,0.038,0.231,0.142,0.0839,0.5029,0.3968,1.8693,0.4177,0.134,0.1247,-0.0139
3105,0.9371,0.0025,0.0622,298.25,67.98,0.01,0.0376,0.2394,0.1425,0.0846,0.4963,0.3994,1.8349,0.4028,0.1328,0.1237,-0.0148
3106,0.9353,0.0026,0.0638,303.81,68.39,0.01,0.0398,0.2175,0.143,0.0842,0.5047,0.3991,1.8761,0.4197,0.1355,0.1261,-0.0131
3107,0.9339,0.0027,0.0651,284.82,64.04,0.01,0.0418,0.2275,0.1444,0.0843,0.5075,0.4007,1.9085,0.4193,0.1371,0.1276,-0.0103
3108,0.9334,0.0025,0.0657,313.98,70.39,0.01,0.0372,0.2456,0.1429,0.0847,0.5048,0.3974,1.9511,0.427,0.1396,0.1299,-0.0127
3109,0.9321,0.0022,0.0668,299.0,66.73,0.01,0.0398,0.2334,0.1439,0.0846,0.5049,0.4,1.8374,0.4072,0.1314,0.1223,-0.0113
3110,0.9309,0.0023,0.068,282.08,62.57,0.01,0.0373,0.2278,0.1428,0.0844,0.5085,0.4016,1.8274,0.4037,0.1312,0.1219,-0.0124
3111,0.9325,0.0021,0.0667,293.35,64.94,0.01,0.0381,0.2218,0.1455,0.0855,0.5103,0.4023,1.944,0.4351,0.1409,0.1312,-0.0085
3112,0.9337,0.0015,0.0658,292.99,65.1,0.01,0.0378,0.2095,0.1445,0.0853,0.5109,0.3994,1.8406,0.413,0.1334,0.124,-0.0087
3113,0.9348,0.0016,0.0648,294.33,64.75,0.01,0.0396,0.2209,0.143,0.0838,0.5052,0.4003,1.9343,0.4319,0.1389,0.1291,-0.0134
3114,0.9328,0.002,0.0666,304.17,69.28,0.01,0.0419,0.2298,0.1437,0.0845,0.5052,0.3986,1.9823,0.4367,0.1405,0.1305,-0.014
3115,0.9354,0.0023,0.0638,274.07,59.83,0.01,0.0363,0.2151,0.1446,0.084,0.5109,0.3998,1.8766,0.4173,0.1359,0.1264,-0.0088
3116,0.938,0.002,0.0613,282.3,63.94,0.01,0.0381,0.2175,0.1444,0.0848,0.51,0.3979,1.899,0.4167,0.135,0.1254,-0.0091
3117,0.9399,0.0021,0.0593,297.84,68.01,0.01,0.0374,0.2112,0.1433,0.0842,0.5094,0.3983,1.9045,0.423,0.1352,0.1255,-0.0113
3118,0.9395,0.0022,0.0598,289.42,63.76,0.01,0.0383,0.2043,0.1446,0.0845,0.5131,0.402,1.8416,0.4106,0.1324,0.123,-0.0081
3119,0.94,0.0022,0.0593,299.36,66.27,0.01,0.0363,0.2012,0.1445,0.0845,0.5122,0.4013,1.9709,0.4395,0.141,0.1309,-0.009
3120,0.9401,0.0019,0.0591,307.76,69.71,0.01,0.0356,0.209,0.1449,0.0854,0.5146,0.4035,1.8681,0.4223,0.1341,0.1245,-0.009
3121,0.9413,0.0011,0.0582,301.83,66.86,0.01,0.0377,0.2232,0.1435,0.0841,0.511,0.4019,1.989,0.4391,0.1433,0.1332,-0.0101
3122,0.9409,0.0013,0.0586,260.87,58.5,0.01,0.039,0.2073,0.1437,0.0841,0.5082,0.4015,1.8361,0.4111,0.1313,0.1218,-0.012
3123,0.9407,0.0015,0.0588,302.59,68.27,0.01,0.0365,0.2219,0.1435,0.0849,0.5106,0.4032,1.8276,0.4125,0.1315,0.1221,-0.0122
3124,0.9407,0.0016,0.0588,315.21,71.17,0.01,0.0393,0.2039,0.1457,0.085,0.5115,0.4034,1.9325,0.4294,0.1383,0.1282,-0.0092
3125,0.9403,0.0015,0.0592,308.74,70.8,0.01,0.0374,0.2174,0.1438,0.0837,0.5097,0.4002,1.9318,0.4335,0.1382,0.1284,-0.0109
3126,0.9433,0.0014,0.0562,311.22,68.88,0.01,0.037,0.1967,0.147,0.0853,0.5202,0.4045,1.8934,0.4346,0.1381,0.1283,-0.0059
3127,0.9451,0.0011,0.0545,291.76,66.96,0.01,0.0366,0.2008,0.1443,0.0841,0.5106,0.4028,1.8228,0.4145,0.1312,0.1216,-0.0096
3128,0.9458,0.0012,0.054,288.66,65.45,0.01,0.0386,0.2141,0.1441,0.0836,0.5092,0.3977,1.839,0.4126,0.1315,0.1219,-0.0122
3129,0.9467,0.0011,0.053,308.74,69.08,0.01,0.0414,0.2026,0.1449,0.0834,0.5113,0.4018,1.9677,0.437,0.1411,0.1308,-0.0119
3130,0.9466,0.0013,0.0532,292.08,66.85,0.01,0.0393,0.1849,0.1469,0.0848,0.5138,0.4018,1.9251,0.4288,0.1362,0.1262,-0.007
3131,0.947,0.0019,0.0526,299.28,67.44,0.01,0.0411,0.1957,0.1467,0.0842,0.5129,0.4006,2.0103,0.4473,0.1432,0.1327,-0.0088
3132,0.9474,0.0024,0.0519,310.35,70.34,0.01,0.0389,0.2018,0.1447,0.0834,0.5132,0.4027,1.9591,0.4396,0.14,0.1298,-0.0087
3133,0.9469,0.0021,0.0525,313.22,71.0,0.01,0.0395,0.2017,0.145,0.0837,0.5116,0.4016,1.9193,0.4298,0.1382,0.1282,-0.0096
3134,0.9485,0.0018,0.051,285.8,63.91,0.01,0.0371,0.187,0.1456,0.0843,0.5166,0.4072,1.9198,0.4368,0.1382,0.1281,-0.007
