iteration,time_out,hand_wrist_away,object_away,ep_len,mean_reward,voc,obj_pos_err,obj_rot_err,rw_err,lw_err,rf_err,lf_err,R_force_closure,R_object_kp,R_hand_kp,R_hand_joint,R_termination
528,0.9947,0.0,0.0053,269.42,49.32,0.75,0.0337,0.0968,0.022,0.0275,0.201,0.4181,1.68,0.0104,0.1308,0.1252,-0.0011
529,0.9948,0.0,0.0052,266.95,47.61,0.75,0.0286,0.0819,0.0221,0.0254,0.2017,0.3727,1.4864,0.0144,0.1198,0.1148,0.0
530,0.9946,0.0,0.0054,301.48,55.38,0.75,0.0311,0.0869,0.0221,0.0257,0.2021,0.384,1.7564,0.0185,0.1367,0.1311,-0.0019
531,0.9939,0.0,0.0061,278.99,50.95,0.75,0.0359,0.1015,0.0224,0.0283,0.2041,0.4273,1.6611,0.0217,0.1301,0.1245,-0.0015
532,0.9939,0.0,0.0061,241.78,42.42,0.75,0.0364,0.109,0.0218,0.0287,0.202,0.4423,1.5823,0.0245,0.1247,0.1193,-0.0014
533,0.9939,0.0,0.0061,283.74,52.26,0.75,0.0352,0.1044,0.0219,0.0278,0.202,0.4371,1.6485,0.0277,0.129,0.1235,-0.0006
534,0.9944,0.0,0.0056,286.05,52.74,0.75,0.0341,0.0972,0.0229,0.0274,0.2016,0.4185,1.7088,0.0309,0.1323,0.1268,-0.0012
535,0.9942,0.0,0.0058,281.72,52.96,0.75,0.032,0.0949,0.0224,0.0261,0.2014,0.4104,1.628,0.0328,0.1266,0.1212,-0.0012
536,0.9938,0.0,0.0062,259.2,47.25,0.75,0.0316,0.0883,0.0219,0.0257,0.2032,0.3863,1.7168,0.0359,0.133,0.1277,-0.0018
537,0.9937,0.0,0.0063,277.39,51.92,0.75,0.0329,0.0955,0.022,0.027,0.2025,0.4137,1.6894,0.037,0.1308,0.1253,-0.0004
538,0.9937,0.0,0.0063,244.82,44.42,0.75,0.0303,0.0881,0.0224,0.0261,0.2035,0.3799,1.5676,0.0373,0.1238,0.1187,-0.0006
539,0.9937,0.0,0.0063,251.71,45.26,0.75,0.0312,0.0896,0.0223,0.0257,0.203,0.3938,1.6266,0.0397,0.1286,0.1233,-0.0005
540,0.994,0.0,0.006,254.98,46.25,0.75,0.0333,0.1029,0.022,0.0275,0.2023,0.4259,1.6931,0.0425,0.132,0.1264,0.0
541,0.9946,0.0,0.0054,262.4,48.81,0.75,0.0368,0.1127,0.0219,0.0289,0.205,0.4594,1.6942,0.0433,0.1315,0.1256,-0.0011
542,0.9949,0.0,0.0051,270.18,50.2,0.75,0.0321,0.0935,0.0225,0.0269,0.2024,0.4043,1.6719,0.0442,0.1298,0.1242,-0.0005
543,0.9949,0.0,0.0051,277.15,51.64,0.75,0.0376,0.1121,0.0224,0.0286,0.2047,0.4627,1.7064,0.0464,0.1327,0.127,-0.0017
544,0.9947,0.0,0.0053,275.78,51.37,0.75,0.0314,0.0893,0.0219,0.0259,0.2021,0.396,1.6174,0.046,0.127,0.1218,-0.0004
545,0.9949,0.0,0.0051,290.25,53.76,0.75,0.0345,0.1042,0.022,0.0273,0.2029,0.4378,1.7426,0.0488,0.1346,0.1289,-0.0015
546,0.9953,0.0,0.0047,286.36,53.63,0.75,0.0336,0.1034,0.0218,0.027,0.2039,0.4257,1.7165,0.0495,0.1339,0.1283,0.0
547,0.9955,0.0,0.0045,263.49,48.53,0.75,0.0348,0.1039,0.0222,0.0277,0.2029,0.4312,1.7003,0.049,0.1323,0.1268,-0.0006
548,0.9955,0.0,0.0045,277.87,51.68,0.75,0.0317,0.0909,0.0219,0.026,0.2026,0.3912,1.6314,0.0476,0.1277,0.1226,-0.0015
549,0.9951,0.0,0.0049,267.2,49.21,0.75,0.0336,0.0919,0.0234,0.0263,0.2022,0.4002,1.7252,0.0496,0.1333,0.1279,-0.0027
550,0.9955,0.0,0.0045,288.18,53.33,0.75,0.0325,0.0974,0.0219,0.0261,0.2025,0.4097,1.6765,0.0489,0.1313,0.126,0.0
551,0.9954,0.0,0.0046,277.35,50.99,0.75,0.0384,0.1177,0.0225,0.0288,0.2023,0.4663,1.6603,0.048,0.1298,0.1241,-0.0025
552,0.9956,0.0,0.0044,310.25,58.67,0.75,0.0317,0.0876,0.0224,0.0256,0.2025,0.388,1.7027,0.0497,0.1334,0.1281,-0.0005
553,0.9954,0.0,0.0046,275.16,50.55,0.75,0.0376,0.1144,0.023,0.0288,0.203,0.4606,1.6665,0.0484,0.1308,0.125,-0.0017
554,0.9949,0.0,0.0051,273.05,50.28,0.75,0.0338,0.1004,0.0224,0.0266,0.2025,0.4253,1.6906,0.0488,0.1311,0.1256,-0.0005
555,0.995,0.0,0.005,283.97,53.08,0.75,0.0347,0.1021,0.0227,0.0267,0.2026,0.4221,1.772,0.0506,0.1362,0.1307,-0.0018
556,0.9947,0.0,0.0053,263.74,48.97,0.75,0.0391,0.1234,0.0221,0.0297,0.203,0.4879,1.6735,0.0481,0.1299,0.1241,-0.0009
557,0.9947,0.0,0.0053,256.21,47.5,0.75,0.0333,0.0936,0.0232,0.0267,0.2038,0.4116,1.5806,0.0463,0.1244,0.1192,-0.0012
558,0.9948,0.0,0.0052,264.98,49.24,0.75,0.0348,0.1075,0.0222,0.028,0.2026,0.4479,1.6429,0.0472,0.1274,0.1218,0.0
559,0.9947,0.0,0.0053,268.1,48.99,0.75,0.0374,0.1144,0.0225,0.0287,0.2033,0.4646,1.7415,0.0499,0.135,0.1293,-0.001
560,0.9942,0.0,0.0058,263.43,48.38,0.75,0.0357,0.1075,0.0228,0.0276,0.2045,0.4324,1.7264,0.0501,0.1345,0.129,-0.001
561,0.9943,0.0,0.0057,268.65,49.22,0.75,0.0374,0.117,0.022,0.0287,0.2018,0.4752,1.6587,0.0481,0.1294,0.1238,0.0
562,0.9948,0.0,0.0052,283.88,53.06,0.75,0.0378,0.1129,0.0232,0.0285,0.2036,0.4613,1.7069,0.0491,0.1324,0.1267,-0.0012
563,0.9948,0.0,0.0052,281.53,52.91,0.75,0.0372,0.1118,0.0226,0.0277,0.2031,0.4635,1.6881,0.0485,0.1309,0.1252,-0.0022
564,0.9944,0.0,0.0056,281.39,52.32,0.75,0.0382,0.1189,0.0222,0.0288,0.2035,0.4762,1.7062,0.0494,0.1333,0.1275,-0.0005
565,0.9946,0.0,0.0054,330.31,63.23,0.75,0.0386,0.1194,0.0226,0.0295,0.2023,0.4861,1.7501,0.0497,0.1346,0.1285,0.0
566,0.9944,0.0,0.0056,248.93,44.76,0.75,0.0351,0.1025,0.0231,0.0265,0.2023,0.4256,1.6301,0.0475,0.1276,0.1222,-0.0024
567,0.9948,0.0,0.0052,291.71,55.1,0.75,0.0348,0.105,0.0225,0.0269,0.2024,0.4348,1.799,0.0512,0.138,0.1323,-0.0011
568,0.9946,0.0,0.0054,267.09,49.21,0.7505,0.0427,0.1311,0.0236,0.0305,0.2028,0.5035,1.6771,0.0484,0.131,0.1252,-0.0031
569,0.9939,0.0,0.0061,299.15,56.17,0.75,0.0387,0.1178,0.0229,0.0288,0.2024,0.4713,1.7028,0.049,0.1321,0.1263,-0.0027
570,0.995,0.0,0.005,290.83,54.7,0.75,0.0396,0.1256,0.0224,0.0294,0.2034,0.4976,1.7336,0.0494,0.134,0.128,0.0
571,0.9951,0.0,0.0049,272.16,50.67,0.75,0.0401,0.1206,0.0229,0.029,0.2031,0.4838,1.6773,0.0482,0.13,0.1242,-0.0016
572,0.9943,0.0,0.0057,265.65,49.01,0.75,0.0407,0.1267,0.0234,0.0294,0.2021,0.4991,1.7052,0.049,0.1326,0.1267,-0.0019
573,0.994,0.0,0.006,282.18,52.06,0.75,0.0373,0.1177,0.0229,0.0285,0.203,0.472,1.7716,0.0508,0.1374,0.1314,0.0
574,0.994,0.0,0.006,287.08,52.67,0.75,0.0337,0.0967,0.0228,0.0253,0.2029,0.4199,1.6344,0.0476,0.1279,0.1226,-0.0015
575,0.9935,0.0,0.0065,292.68,55.6,0.75,0.0384,0.1189,0.0224,0.0279,0.2033,0.4645,1.7904,0.0509,0.1374,0.1316,-0.0017
576,0.9933,0.0,0.0067,281.55,52.28,0.75,0.0427,0.1375,0.0229,0.0311,0.2029,0.5225,1.6171,0.0464,0.1258,0.1198,-0.0008
577,0.9936,0.0,0.0064,274.56,51.23,0.75,0.0385,0.1198,0.0228,0.028,0.2037,0.4751,1.5944,0.0461,0.1247,0.119,-0.0018
578,0.9937,0.0,0.0063,249.3,45.51,0.75,0.0434,0.1427,0.0228,0.0319,0.2027,0.549,1.7207,0.0486,0.1323,0.1259,0.0
579,0.9943,0.0,0.0057,278.59,52.05,0.75,0.0464,0.1578,0.0223,0.0335,0.2024,0.5785,1.7592,0.0495,0.1351,0.1285,0.0
580,0.9944,0.0,0.0056,292.37,55.85,0.75,0.043,0.1408,0.0227,0.0307,0.2038,0.5335,1.7453,0.0494,0.1341,0.1279,-0.0013
581,0.9933,0.0,0.0067,274.65,51.25,0.7505,0.0436,0.1374,0.0233,0.0305,0.2032,0.5216,1.5681,0.0453,0.123,0.1172,-0.0031
582,0.9928,0.0,0.0072,253.96,46.73,0.75,0.0405,0.1265,0.0234,0.0292,0.2046,0.5037,1.6771,0.0479,0.1298,0.1238,-0.0009
583,0.9926,0.0,0.0074,261.03,48.01,0.75,0.0412,0.1304,0.0227,0.0301,0.204,0.5172,1.6743,0.048,0.1302,0.1243,-0.0004
584,0.9926,0.0,0.0074,272.46,50.89,0.75,0.0469,0.1549,0.0232,0.0332,0.2045,0.58,1.7217,0.0491,0.1334,0.1269,-0.0016
585,0.9926,0.0,0.0074,273.4,51.35,0.75,0.0403,0.1281,0.0229,0.0294,0.2039,0.5052,1.6647,0.0476,0.1289,0.123,-0.0009
586,0.9929,0.0,0.0071,288.03,54.47,0.75,0.0437,0.1428,0.0225,0.0317,0.2048,0.5555,1.8013,0.0503,0.1367,0.1301,0.0
587,0.9931,0.0,0.0069,274.97,51.1,0.75,0.041,0.1271,0.0231,0.029,0.2044,0.5001,1.6648,0.0477,0.1291,0.1233,-0.0017
588,0.9929,0.0,0.0071,261.99,47.82,0.75,0.0441,0.1507,0.0224,0.0317,0.205,0.5622,1.6518,0.0474,0.1286,0.1224,-0.0005
589,0.9926,0.0,0.0074,281.9,53.38,0.75,0.0525,0.1676,0.0231,0.0351,0.2051,0.6142,1.6986,0.0475,0.1298,0.1232,-0.0034
590,0.9929,0.0,0.0071,266.8,49.79,0.75,0.0421,0.1365,0.0231,0.0305,0.2049,0.5275,1.599,0.0459,0.1246,0.1186,-0.0009
591,0.993,0.0,0.007,294.53,56.06,0.75,0.0425,0.1356,0.0232,0.0304,0.2049,0.5196,1.7614,0.0497,0.1349,0.1287,-0.0022
592,0.994,0.0,0.006,293.66,55.61,0.75,0.0472,0.1606,0.0223,0.0338,0.2053,0.5885,1.7746,0.0494,0.1347,0.128,0.0
593,0.9939,0.0,0.0061,296.67,56.88,0.75,0.0495,0.1638,0.0227,0.0339,0.2057,0.5989,1.7608,0.0491,0.1341,0.1275,-0.0017
594,0.9939,0.0,0.0061,263.98,47.97,0.75,0.0416,0.1328,0.0225,0.0299,0.2055,0.5116,1.668,0.0478,0.1297,0.1237,-0.0009
595,0.9946,0.0,0.0054,284.69,53.46,0.75,0.0454,0.151,0.0223,0.0325,0.2054,0.5675,1.6682,0.0477,0.1295,0.1232,0.0
596,0.9946,0.0,0.0054,285.04,53.76,0.75,0.0481,0.1585,0.0223,0.0333,0.2059,0.5854,1.7346,0.0488,0.1333,0.1267,-0.0004
597,0.9949,0.0,0.0051,277.06,52.25,0.75,0.0503,0.1794,0.0227,0.0353,0.2061,0.6438,1.6724,0.0471,0.1291,0.1223,0.0
598,0.9952,0.0,0.0048,266.06,49.67,0.75,0.0521,0.1732,0.0227,0.0355,0.2054,0.6391,1.6215,0.0462,0.126,0.1195,-0.0015
599,0.995,0.0,0.005,266.68,50.03,0.75,0.046,0.153,0.023,0.0324,0.2065,0.5765,1.6559,0.047,0.1286,0.1221,0.0
600,0.9951,0.0,0.0049,294.39,56.73,0.75,0.0518,0.1756,0.0225,0.0352,0.2058,0.6387,1.788,0.0492,0.1351,0.1282,-0.0016
601,0.9951,0.0,0.0049,299.76,56.57,0.75,0.0502,0.1641,0.0231,0.0339,0.2052,0.6057,1.7557,0.0497,0.1355,0.1288,-0.002
602,0.9946,0.0,0.0054,288.58,53.96,0.75,0.054,0.1885,0.0224,0.0366,0.2069,0.6646,1.7591,0.0494,0.1355,0.1284,-0.0011
603,0.9949,0.0,0.0051,306.59,58.33,0.75,0.0488,0.1689,0.0221,0.0339,0.2063,0.6081,1.8093,0.0506,0.138,0.1311,0.0
604,0.9958,0.0,0.0042,266.68,49.7,0.75,0.0513,0.1814,0.0232,0.0358,0.206,0.6435,1.7405,0.0491,0.1341,0.1272,0.0
605,0.9959,0.0,0.0041,267.31,49.51,0.75,0.0454,0.1528,0.0226,0.0319,0.2053,0.5673,1.7468,0.0488,0.1333,0.1268,-0.0003
606,0.996,0.0,0.004,289.53,54.97,0.75,0.0454,0.157,0.0224,0.0318,0.2062,0.5723,1.7055,0.0478,0.1303,0.1239,-0.0005
607,0.9963,0.0,0.0037,296.76,56.75,0.75,0.0512,0.1745,0.0225,0.0347,0.2072,0.6264,1.7827,0.0494,0.1356,0.1287,-0.0012
608,0.9959,0.0,0.0041,277.44,51.31,0.75,0.0547,0.1807,0.0236,0.0358,0.2068,0.6559,1.8318,0.0512,0.14,0.1328,-0.0017
609,0.9955,0.0,0.0045,283.01,53.53,0.75,0.0548,0.1855,0.0229,0.0367,0.2071,0.6638,1.7186,0.048,0.1318,0.1248,-0.0018
610,0.9955,0.0,0.0045,259.65,47.91,0.75,0.0429,0.1367,0.023,0.0305,0.2073,0.5269,1.7016,0.0482,0.1314,0.1251,-0.001
611,0.996,0.0,0.004,296.0,56.65,0.75,0.0467,0.1572,0.0225,0.0321,0.2067,0.5745,1.7468,0.0488,0.1331,0.1266,-0.0011
612,0.9962,0.0,0.0038,270.33,51.3,0.75,0.0494,0.1722,0.0224,0.034,0.2068,0.618,1.6583,0.0468,0.1278,0.1212,0.0
613,0.9962,0.0,0.0038,259.21,47.69,0.75,0.0486,0.1633,0.0235,0.0334,0.2068,0.6044,1.6456,0.047,0.1284,0.1218,-0.0004
614,0.996,0.0,0.004,265.6,48.7,0.75,0.0494,0.1705,0.0229,0.0334,0.2063,0.6257,1.6458,0.0467,0.1277,0.1211,-0.0013
615,0.9959,0.0,0.0041,261.14,49.09,0.75,0.0493,0.1702,0.0228,0.0342,0.2078,0.6192,1.7254,0.0481,0.1315,0.1248,0.0
616,0.9965,0.0,0.0035,269.05,50.87,0.75,0.0461,0.1543,0.0232,0.0319,0.2072,0.5758,1.6639,0.0472,0.1287,0.1223,-0.0004
617,0.9961,0.0,0.0039,248.8,45.77,0.75,0.0494,0.1698,0.0238,0.034,0.2071,0.6064,1.7245,0.0485,0.1328,0.1261,-0.0011
618,0.9956,0.0,0.0044,272.04,50.17,0.75,0.0493,0.1713,0.024,0.0333,0.206,0.6165,1.6661,0.047,0.1287,0.122,-0.0011
619,0.9956,0.0,0.0044,285.04,54.1,0.75,0.0442,0.1466,0.0244,0.0309,0.2068,0.5554,1.7405,0.0492,0.134,0.1276,-0.0004
620,0.9948,0.0,0.0052,280.47,52.34,0.7509,0.0582,0.1992,0.024,0.0378,0.2067,0.687,1.7779,0.049,0.1348,0.1276,-0.0029
621,0.9946,0.0,0.0054,282.46,53.28,0.75,0.0482,0.167,0.0237,0.0332,0.2075,0.6114,1.7149,0.0482,0.1316,0.125,0.0
622,0.9945,0.0,0.0055,280.74,52.73,0.75,0.0568,0.1983,0.0239,0.0384,0.208,0.7065,1.7318,0.048,0.1324,0.1249,-0.0005
623,0.9947,0.0,0.0053,300.01,57.57,0.75,0.0523,0.1797,0.0236,0.0355,0.2073,0.6364,1.7706,0.0491,0.1347,0.1277,-0.0006
624,0.9949,0.0,0.0051,284.42,53.29,0.75,0.0545,0.1929,0.0238,0.0365,0.2081,0.6893,1.7428,0.0485,0.1336,0.1264,-0.0003
625,0.9952,0.0,0.0048,276.09,51.69,0.75,0.0574,0.209,0.024,0.0385,0.2074,0.7183,1.5968,0.0454,0.1247,0.1176,0.0
626,0.9951,0.0,0.0049,279.14,51.85,0.75,0.0516,0.1737,0.0243,0.0342,0.2094,0.623,1.7517,0.049,0.1339,0.1272,-0.0027
627,0.9951,0.0,0.0049,255.95,47.56,0.75,0.0623,0.2129,0.0243,0.0404,0.2081,0.7536,1.6553,0.0463,0.1276,0.1201,-0.0014
628,0.9951,0.0,0.0049,303.82,57.56,0.75,0.0572,0.1986,0.0245,0.038,0.2079,0.6969,1.8387,0.0507,0.1393,0.1319,-0.0011
629,0.9946,0.0,0.0054,280.36,53.19,0.75,0.0576,0.1974,0.0253,0.0385,0.2078,0.6954,1.7967,0.05,0.1372,0.1298,-0.0004
630,0.9953,0.0,0.0047,281.35,53.78,0.75,0.0615,0.2206,0.0244,0.0405,0.208,0.7555,1.7361,0.0477,0.1319,0.1242,-0.0012
631,0.995,0.0,0.005,247.15,45.92,0.75,0.0601,0.2106,0.0255,0.0388,0.2083,0.7323,1.6713,0.0465,0.1282,0.1209,-0.0023
632,0.9952,0.0,0.0048,266.04,50.08,0.75,0.0536,0.1906,0.0238,0.0359,0.2065,0.6794,1.6379,0.0461,0.1261,0.1192,-0.0008
633,0.9952,0.0002,0.0048,252.83,46.75,0.75,0.0584,0.2085,0.0236,0.0383,0.2075,0.7284,1.6748,0.047,0.1291,0.1219,-0.0005
634,0.9956,0.0002,0.0044,280.52,53.11,0.75,0.0602,0.2154,0.024,0.0403,0.2065,0.7426,1.6983,0.0466,0.1288,0.1214,-0.0004
635,0.9954,0.0002,0.0046,299.95,57.48,0.75,0.053,0.1879,0.0246,0.0358,0.206,0.6727,1.7199,0.0478,0.131,0.1238,0.0
636,0.9958,0.0002,0.0042,282.21,53.46,0.75,0.056,0.2054,0.0241,0.0371,0.2072,0.7,1.7602,0.0486,0.1338,0.1265,-0.0008
637,0.995,0.0002,0.005,268.8,49.91,0.75,0.0603,0.2196,0.0246,0.0398,0.2087,0.742,1.7215,0.0476,0.1311,0.1237,-0.0019
638,0.9954,0.0002,0.0046,272.42,51.7,0.75,0.0596,0.2071,0.0252,0.0392,0.2074,0.7243,1.7127,0.0472,0.1301,0.1227,-0.0008
639,0.995,0.0002,0.005,291.86,54.89,0.75,0.0551,0.1879,0.025,0.0359,0.2072,0.6697,1.7384,0.0484,0.1326,0.1256,-0.0026
640,0.9948,0.0002,0.0052,273.41,51.2,0.75,0.0577,0.2028,0.0245,0.0383,0.2063,0.7245,1.6157,0.0452,0.1246,0.1173,0.0
641,0.9954,0.0002,0.0046,265.66,50.52,0.75,0.0529,0.1863,0.0242,0.0355,0.205,0.6702,1.6472,0.0461,0.1264,0.1194,0.0
642,0.9958,0.0002,0.0042,285.46,53.74,0.75,0.0605,0.2168,0.0235,0.04,0.2069,0.7417,1.6956,0.0471,0.1299,0.1225,0.0
643,0.9959,0.0002,0.0041,267.0,50.48,0.75,0.0557,0.197,0.0251,0.0375,0.2064,0.6899,1.6946,0.0471,0.1298,0.1226,-0.0011
644,0.9955,0.0002,0.0045,278.74,53.27,0.75,0.0586,0.209,0.0243,0.0385,0.2057,0.7314,1.7871,0.0488,0.1348,0.1272,-0.0007
645,0.9951,0.0002,0.0049,284.5,54.04,0.75,0.0572,0.2002,0.0253,0.0383,0.2064,0.6987,1.705,0.0473,0.1305,0.1232,-0.001
646,0.9948,0.0002,0.0052,291.41,55.86,0.75,0.0572,0.205,0.0245,0.038,0.2073,0.7119,1.7539,0.0479,0.1325,0.125,-0.001
647,0.9946,0.0002,0.0054,291.21,55.17,0.75,0.0574,0.2046,0.0251,0.0381,0.2079,0.7229,1.7112,0.0477,0.1312,0.1238,-0.0006
648,0.9949,0.0002,0.0051,263.1,49.51,0.75,0.056,0.2028,0.0237,0.0373,0.2071,0.7004,1.6852,0.0467,0.1285,0.1215,-0.0006
649,0.995,0.0002,0.005,278.7,52.82,0.75,0.0569,0.2039,0.0243,0.0377,0.2087,0.7127,1.7801,0.0488,0.1345,0.1271,0.0
650,0.995,0.0002,0.005,299.99,58.09,0.75,0.0582,0.2065,0.0238,0.0382,0.2084,0.7221,1.8161,0.0492,0.1356,0.1281,-0.001
651,0.9948,0.0002,0.0053,291.4,56.13,0.75,0.0586,0.2055,0.0251,0.0389,0.2074,0.7024,1.8256,0.0495,0.1368,0.1293,-0.0026
652,0.9951,0.0001,0.0051,280.58,53.5,0.75,0.0569,0.1976,0.0257,0.0381,0.2084,0.694,1.7491,0.0481,0.1325,0.1251,-0.0017
653,0.9953,0.0,0.005,279.95,52.67,0.75,0.062,0.2238,0.0241,0.0406,0.208,0.7624,1.7236,0.0474,0.1314,0.1236,-0.0007
654,0.9953,0.0,0.0049,263.06,49.19,0.75,0.0578,0.2076,0.0244,0.0385,0.2081,0.7131,1.7083,0.047,0.1297,0.1223,0.0
655,0.9954,0.0,0.0048,291.5,55.18,0.75,0.0654,0.2352,0.0257,0.0427,0.2094,0.7947,1.8597,0.0504,0.1399,0.1317,-0.0012
656,0.9957,0.0,0.0045,299.08,56.92,0.75,0.0603,0.2174,0.0246,0.0401,0.2071,0.7547,1.6735,0.0468,0.1288,0.1213,0.0
657,0.9962,0.0,0.0038,279.16,53.02,0.75,0.0566,0.2053,0.025,0.0384,0.2086,0.7155,1.7323,0.0475,0.1312,0.1237,0.0
658,0.9967,0.0,0.0033,277.48,52.16,0.75,0.057,0.2016,0.0243,0.0376,0.2088,0.7082,1.6474,0.0459,0.1265,0.1193,-0.0006
659,0.9968,0.0,0.0032,278.37,53.02,0.75,0.0593,0.2101,0.025,0.0392,0.2085,0.7259,1.7343,0.0476,0.1312,0.1238,-0.0015
660,0.9971,0.0,0.0029,250.82,46.24,0.75,0.0607,0.2233,0.024,0.0404,0.2089,0.7752,1.6888,0.0467,0.1291,0.1215,0.0
661,0.9972,0.0,0.0028,271.58,50.77,0.75,0.0575,0.2076,0.024,0.0378,0.2089,0.7218,1.6131,0.0453,0.1244,0.1173,-0.0008
662,0.9971,0.0,0.0029,299.95,57.31,0.75,0.0651,0.2391,0.0254,0.0428,0.2095,0.8141,1.8063,0.0492,0.1366,0.1284,0.0
663,0.9966,0.0,0.0034,273.87,51.96,0.75,0.0655,0.2441,0.0243,0.0434,0.2085,0.8002,1.6902,0.0462,0.1283,0.1204,-0.0017
664,0.9961,0.0,0.0039,273.63,52.4,0.75,0.063,0.2267,0.0249,0.0416,0.21,0.7871,1.754,0.0477,0.1321,0.1241,-0.001
665,0.9959,0.0,0.0041,283.05,53.67,0.75,0.0601,0.211,0.0253,0.0397,0.2086,0.7413,1.761,0.0485,0.1335,0.1259,-0.002
666,0.9953,0.0,0.0047,270.91,51.28,0.75,0.0633,0.2293,0.0245,0.0414,0.208,0.7874,1.7466,0.0477,0.1321,0.1241,-0.0014
667,0.9947,0.0,0.0053,275.06,52.23,0.75,0.0641,0.2296,0.0255,0.0423,0.2087,0.7886,1.8153,0.0496,0.1369,0.1289,-0.001
668,0.9947,0.0,0.0053,281.61,53.49,0.75,0.0565,0.204,0.0243,0.0382,0.2087,0.7106,1.6939,0.0465,0.1283,0.1209,-0.0003
669,0.9951,0.0,0.0049,292.96,56.16,0.75,0.0671,0.2472,0.0244,0.0433,0.2083,0.8266,1.7164,0.0469,0.1299,0.1219,-0.0012
670,0.9949,0.0,0.0051,273.81,51.6,0.75,0.0678,0.2514,0.0245,0.0444,0.21,0.8416,1.7036,0.0465,0.1293,0.1212,-0.0005
671,0.9949,0.0,0.0051,263.17,48.97,0.75,0.0589,0.2194,0.0246,0.0394,0.2095,0.737,1.652,0.0464,0.1277,0.1204,-0.0012
672,0.9954,0.0,0.0046,281.19,53.59,0.75,0.0597,0.2125,0.0256,0.0399,0.2095,0.7376,1.7846,0.0487,0.1343,0.1266,-0.0005
673,0.9956,0.0,0.0044,285.43,53.87,0.75,0.0622,0.2243,0.0244,0.0412,0.2085,0.7747,1.6219,0.045,0.1244,0.1168,-0.0004
674,0.9954,0.0,0.0046,301.75,58.35,0.75,0.0682,0.2511,0.025,0.044,0.2099,0.8293,1.7939,0.0485,0.1349,0.1266,-0.0022
675,0.9952,0.0,0.0048,250.6,46.5,0.75,0.0643,0.2297,0.0245,0.0417,0.2101,0.7814,1.691,0.0468,0.1293,0.1215,-0.001
676,0.9948,0.0,0.0052,288.68,55.07,0.75,0.0645,0.2358,0.0259,0.0422,0.2105,0.8011,1.8501,0.0501,0.1388,0.1306,-0.0011
677,0.995,0.0,0.005,273.96,51.89,0.75,0.0678,0.251,0.0246,0.0445,0.2084,0.8527,1.8188,0.0488,0.136,0.1276,0.0
678,0.9952,0.0,0.0048,277.4,52.85,0.75,0.0645,0.2359,0.0246,0.0421,0.2087,0.8021,1.667,0.0457,0.1269,0.1191,-0.0009
679,0.9953,0.0,0.0047,256.2,47.89,0.75,0.0629,0.2305,0.0252,0.0419,0.2096,0.7885,1.6756,0.0462,0.1281,0.1203,-0.0006
680,0.995,0.0,0.005,281.42,53.23,0.75,0.0633,0.2285,0.0249,0.0413,0.2091,0.7819,1.6727,0.0461,0.1272,0.1196,-0.002
681,0.9957,0.0,0.0043,283.05,53.96,0.75,0.0639,0.2339,0.0259,0.0424,0.2083,0.7974,1.7002,0.0468,0.1293,0.1214,-0.0005
682,0.9956,0.0,0.0044,283.71,54.29,0.75,0.0628,0.2288,0.0248,0.0412,0.2083,0.7746,1.6844,0.0463,0.1282,0.1205,-0.0015
683,0.9948,0.0,0.0052,287.84,54.95,0.75,0.0646,0.2303,0.0261,0.0427,0.2088,0.7888,1.7575,0.0482,0.1333,0.1254,-0.0013
684,0.9946,0.0001,0.0054,283.08,53.84,0.75,0.0654,0.2419,0.0251,0.0425,0.2098,0.8173,1.7593,0.0477,0.1322,0.1242,-0.0012
685,0.9946,0.0002,0.0054,263.0,48.89,0.75,0.0635,0.233,0.025,0.0415,0.2087,0.787,1.5848,0.0445,0.123,0.1154,-0.0009
686,0.9951,0.0002,0.0049,276.12,52.86,0.75,0.0653,0.2401,0.0256,0.0432,0.2094,0.8111,1.7876,0.0484,0.1344,0.1264,-0.0005
687,0.9954,0.0002,0.0046,267.56,51.09,0.75,0.0649,0.2414,0.0251,0.043,0.2108,0.8078,1.7669,0.0478,0.1327,0.1246,-0.0005
688,0.9953,0.0001,0.0047,302.92,58.15,0.75,0.0621,0.228,0.0251,0.0408,0.2091,0.786,1.7377,0.0473,0.1314,0.1235,-0.001
689,0.9954,0.0,0.0046,296.7,57.3,0.75,0.0579,0.211,0.0258,0.0391,0.2098,0.7388,1.7941,0.0487,0.1342,0.1266,0.0
690,0.9953,0.0002,0.0047,250.51,46.1,0.75,0.0633,0.2296,0.0261,0.0419,0.2109,0.7849,1.68,0.046,0.1273,0.1196,-0.0016
691,0.9949,0.0002,0.0051,282.73,54.06,0.75,0.0645,0.2356,0.0255,0.0423,0.2108,0.8014,1.8688,0.0506,0.1398,0.1316,-0.0006
692,0.9948,0.0002,0.0052,270.4,50.85,0.75,0.0658,0.2461,0.0257,0.0432,0.2099,0.8114,1.6922,0.0464,0.1287,0.1208,-0.001
693,0.9948,0.0002,0.0052,283.72,54.58,0.75,0.069,0.2536,0.0271,0.0461,0.2102,0.8483,1.7728,0.0477,0.133,0.1247,-0.0011
694,0.9949,0.0002,0.0051,257.79,47.98,0.75,0.0632,0.2291,0.0261,0.0421,0.2109,0.7942,1.6454,0.0453,0.1254,0.1176,-0.0011
695,0.9947,0.0002,0.0053,294.17,55.97,0.75,0.0689,0.2577,0.0256,0.0458,0.2087,0.8734,1.7349,0.047,0.1309,0.1226,0.0
